dataset,document,id,type,sentence,label,sublabel
3,2,399,Phase,"P: Das ist ja nicht mein Job eigentlich, mit denen die Hausaufgaben zu machen, oder?",Argumentative,Argumentative
3,2,404,Phase,"T: Nein, nein, darauf möchte ich auch gar nicht hinaus.",Argumentative,Argumentative
3,2,409,Phase,T: Also sie soll nicht mit Luisa zusammen die Hausaufgaben machen.,Argumentative,Argumentative
3,2,409,Technique,T: Also sie soll nicht mit Luisa zusammen die Hausaufgaben machen.,Paraphrasing,Paraphrasing
3,2,414,Phase,P (simul.): Aha.,Argumentative,Argumentative
3,2,419,Phase,T: Das ist richtig.,Argumentative,Argumentative
3,2,424,Phase,T: Sie soll sie selbstständig und alleine arbeiten.,Argumentative,Argumentative
3,2,429,Phase,"T: Aber es muss vielleicht doch nochmal jemand mit drauf schauen, dass sie sie wirklich zu Hause macht.",Argumentative,Argumentative
3,2,434,Phase,P (simul.): Okay.,Argumentative,Argumentative
3,2,439,Phase,P (simul.): Also sie macht sie gar nicht.,Argumentative,Argumentative
3,2,444,Phase,P: Aha.,Argumentative,Argumentative
3,2,449,Phase,"T (simul.): Richtig, sie macht die Hausaufgaben nicht.",Argumentative,Argumentative
3,2,454,Phase,P: Okay.,Argumentative,Argumentative
3,2,459,Phase,"P: Ja, okay.",Argumentative,Argumentative
3,2,464,Phase,P: So werde muss ich mal mit ihr reden.,Argumentative,Argumentative
3,2,469,Phase,P: Also macht die Hausaufgaben nicht.,Argumentative,Argumentative
3,2,474,Phase,P: Und wie lange ist das jetzt schon?,Argumentative,Argumentative
3,2,479,Phase,"T: Also es nimmt zu, jetzt seit zwei Wochen, dass es immer wieder, also dass es häufiger fehlt.",Argumentative,Argumentative
3,2,484,Phase,P (simul.): Okay.,Argumentative,Argumentative
3,2,489,Phase,P (simul.): Zwei Wochen Hausaufgaben fehlen.,Argumentative,Argumentative
3,2,494,Phase,P (simul.): Juhu.,Argumentative,Argumentative
3,2,499,Phase,"P: Dann, okay.",Argumentative,Argumentative
3,2,504,Phase,"T: Okay, Herr König, ich freue mich, dass Sie mitschreiben.",Argumentative,Argumentative
3,2,504,Technique,"T: Okay, Herr König, ich freue mich, dass Sie mitschreiben.",Verbalizing,Undefined attention reaction
3,2,509,Phase,"T: Vielleicht können Sie mir einen Vorschlag machen, wie gehen wir jetzt weiter vor?",Argumentative,Argumentative
3,2,509,Technique,"T: Vielleicht können Sie mir einen Vorschlag machen, wie gehen wir jetzt weiter vor?",Paraphrasing,Paraphrasing
3,2,514,Phase,"P: Ja, also ich werde jetzt mal als erstes mal, also muss ich mal mit meiner Frau auch reden.",Argumentative,Argumentative
3,2,519,Phase,P: Wir beide werden mal schauen.,Argumentative,Argumentative
3,2,524,Phase,"P: Und dann frage ich mal die Luisa, weil ich ehrlich gesagt schon davon ausgegangen bin, dass sie die macht.",Argumentative,Argumentative
3,2,529,Phase,P: Also ich bin jetzt da wirklich überrascht.,Argumentative,Argumentative
3,2,534,Phase,"P: Und sie sagen, seit so ungefähr zwei Wochen",Argumentative,Argumentative
3,2,539,Phase,"T: Genau richtig, seit zwei Wochen.",Argumentative,Argumentative
3,2,544,Phase,"P (simul.): Ja, dann, also ich würde mal mit ihr reden und fragen, was da los ist.",Argumentative,Argumentative
3,2,549,Phase,"P (simul.): Und dann sagten sie ja auch, also wir sollen jetzt nicht die Hausaufgaben mit ihr machen, aber wir sollen, also erster Schritt wäre mal, dass wir nochmal einfach überhaupt drauf schauen, dass sie die Hausaufgaben macht.",Argumentative,Argumentative
3,2,554,Phase,T: Ganz genau.,Argumentative,Argumentative
3,2,559,Phase,"T: Sie schauen darauf, dass die Luisa zu Hause die Hausaufgaben macht.",Argumentative,Argumentative
3,2,559,Technique,"T: Sie schauen darauf, dass die Luisa zu Hause die Hausaufgaben macht.",Paraphrasing,Paraphrasing
3,2,564,Phase,T: Sie soll sie auf jeden Fall alleine machen.,Argumentative,Argumentative
3,2,569,Phase,P: Okay.,Argumentative,Argumentative
3,2,574,Phase,P: Mhm.,Argumentative,Argumentative
3,2,579,Phase,"T: Genau, einfach nochmal dahinter sein, dass das wirklich zu Hause geschieht.",Argumentative,Argumentative
3,2,579,Technique,"T: Genau, einfach nochmal dahinter sein, dass das wirklich zu Hause geschieht.",Paraphrasing,Paraphrasing
3,2,584,Phase,P (simul.): Aber wir sollen noch mal draufschauen.,Argumentative,Argumentative
3,2,589,Phase,P (simul.): Werden denn die Hausaufgaben in der Schule auch kontrolliert eigentlich dann oder wie läuft das?,Informational,Informational
3,2,594,Phase,"P (simul.): Also schauen Sie sich die an oder gucken Sie einfach nur, ob die gemacht sind oder wie ist das?",Informational,Informational
3,2,599,Phase,"T: Selbstverständlich, ich schaue darauf.",Informational,Informational
3,2,604,Phase,"T: Das ist natürlich auch für mich eine Rückmeldung, was können die Kinder, was von dem Stoff, was sie im Unterricht gelernt haben, können sie auch tatsächlich anwenden.",Informational,Informational
3,2,609,Phase,"T: Und da fällt mir auch auf, wenn was fehlt.",Informational,Informational
3,2,614,Phase,P: Okay.,Argumentative,Argumentative
3,2,619,Phase,P: Okay.,Argumentative,Argumentative
3,2,624,Phase,"P: Und okay, das ist ja das eine.",Informational,Informational
3,2,629,Phase,"P: Und Sie sagten, die Leistungen seien auch schlechter geworden.",Informational,Informational
3,2,634,Phase,"P: Also wenn die noch keine Noten kriegen, wie oder woran stellen Sie das fest, dass die Leistungen von der Luisa schlechter werden?",Informational,Informational
3,2,639,Phase,P: Ja.,Informational,Informational
3,2,644,Phase,"T: Ich verstehe, dass Sie das jetzt auch noch interessiert.",Informational,Informational
3,2,644,Technique,"T: Ich verstehe, dass Sie das jetzt auch noch interessiert.",Verbalizing,Undefined attention reaction
3,2,649,Phase,T: Es ist jetzt noch nicht gravierend.,Informational,Informational
3,2,654,Phase,"T: Also man merkt einfach dadurch, dass eben die Übung zu Hause fehlt, dass sie Schwierigkeiten hat, dann schwierigere Aufgaben zu bearbeiten.",Informational,Informational
3,2,659,Phase,"P: Aber, also, weil sie einfach dann in der Schule das nicht so gut kann, daran fällt Ihnen das auf?",Informational,Informational
3,2,664,Phase,P: Oder weil es ja keine Noten gibt jetzt momentan?,Informational,Informational
3,2,669,Phase,"P: Oder Sie merken einfach, Sie kann die Sachen dann nicht so gut im Unterricht?",Informational,Informational
3,2,674,Phase,P: Oder wie äußert sich das?,Informational,Informational
3,2,679,Phase,"T: Sie hat zu wenig zu Hause geübt, um das dann in der Schule, also es ist natürlich auch, die Hausaufgaben sind dafür da, um nochmal Dinge zu wiederholen.",Informational,Informational
3,2,684,Phase,P: Aha.,Informational,Informational
3,2,689,Phase,"T: Und wenn man es nicht oft genug wiederholt, dann vergisst man es mit der Zeit auch.",Informational,Informational
3,2,694,Phase,"T: Und wenn dann zum Beispiel irgendwie so Anwendungsaufgaben drankommen und sie es schon länger nicht mehr gemacht hat, weil sie die Hausaufgaben nicht gemacht hat, dann muss sie natürlich erstmal wieder von vorne starten und sich überlegen, wie geht das jetzt nochmal.",Informational,Informational
3,2,699,Phase,"P: Okay, gut.",Informational,Informational
3,2,704,Phase,"P: Also dann rede ich mal mit der Luisa und wir gucken mal und fragen, was da los ist.",Decision-Making,Decision-Making
3,2,709,Phase,P: Und,Decision-Making,Decision-Making
3,2,714,Phase,"P: Ihrerseits würden Sie jetzt mir auch, wenn das jetzt weiter vorkäme, würden Sie mir auch Bescheid geben, dass die Luisa die Hausaufgaben nicht gemacht hat.",Decision-Making,Decision-Making
3,2,719,Phase,P: Ja.,Decision-Making,Decision-Making
3,2,724,Phase,T: Auf jeden Fall.,Decision-Making,Decision-Making
3,2,729,Phase,T: Ich würde gerne mit Ihnen in Kontakt bleiben.,Decision-Making,Decision-Making
3,2,734,Phase,"T: Ich finde es super, dass Sie mit der Luisa sprechen und würde mich auch interessieren, was bei der Luisa dann im Gespräch rauskommt, weil ich ja auch schon mit ihr gesprochen habe und nicht wirklich was herausfinden konnte.",Decision-Making,Decision-Making
3,2,734,Technique,"T: Ich finde es super, dass Sie mit der Luisa sprechen und würde mich auch interessieren, was bei der Luisa dann im Gespräch rauskommt, weil ich ja auch schon mit ihr gesprochen habe und nicht wirklich was herausfinden konnte.",Verbalizing,Undefined attention reaction
3,2,739,Phase,"T: Und wenn Sie noch irgendwelche neuen Informationen haben, dann gerne melden und dann können wir auch überlegen gemeinsam, wie wir weiter vorangehen.",Decision-Making,Decision-Making
3,2,744,Phase,"P: Okay, ja, können wir machen und dann melden Sie sich nochmal bei mir, oder wie?",Decision-Making,Decision-Making
3,2,749,Phase,"T (simul.): Genau, Sie sprechen mit Luisa.",Decision-Making,Decision-Making
3,2,754,Phase,"T (simul.): Ich beobachte es in kommende Woche, ob die Hausaufgaben wieder kommen.",Decision-Making,Decision-Making
3,2,759,Phase,"T (simul.): Melde ihn zurück, falls sie wieder weiterhin fehlen und dann schauen wir das weitere Vorgehen.",Decision-Making,Decision-Making
3,2,764,Phase,"P: Ja, so machen wir es.",Concluding,Appointment
3,2,769,Phase,P: Das klingt nach einem Plan.,Concluding,Farewell
3,2,774,Phase,"T: Super, vielen Dank.",Concluding,Farewell
3,2,779,Phase,"P: Gut, klar.",Concluding,Farewell
3,2,784,Phase,T: Danke für das Gespräch.,Concluding,Farewell
3,2,789,Phase,"P (simul.): Danke, Frau Kreitz.",Concluding,Farewell
3,2,794,Phase,P: So machen wir es.,Concluding,Farewell
3,2,799,Phase,"T (simul.): Okay, dann einen schönen Tag Ihnen noch.",Concluding,Farewell
3,2,804,Phase,T: Tschüss.,Concluding,Farewell
3,2,809,Phase,"P: Danke, gleichfalls.",Concluding,Farewell
